rk,is_new_month,is_new_week,is_new_year,cont_nr,ref_date,twrr_net_dly,twrr_net_wtd,twrr_net_mtd,twrr_net_ytd
1633894152,-2011878617,1010417706,-1192880533,Model education finish knowledge experience weight rest rather. Lose sort truth personal shoulder ev,Report f,141.20356789298924,192.77361866325884,85.7622246560157,22.840286916865047
-1766607942,-1624502265,-670948880,1877680435,Read them two during family push. Protect none both tax draw ahead Democrat. Share myself medical pe,Whatever,201.30506891787405,106.43418778367204,120.87052074771997,172.36824390718226
824170601,877337212,-1590394635,1221250841,Off gas out only serve news. But arm international list security. Down TV drive condition seven scho,Say worl,56.652741031855534,188.1489771462832,79.2077496795296,134.15651561493266
1565278563,1908177155,1767765132,-230083763,"Believe site car window single who. Mouth born shoulder exist wide. Share fall not.
Family today mil",Along de,48.30401389036685,127.6243220165132,170.31322932792312,141.1288295346887
-1977734241,24101393,-520248565,1263394751,"Speech if author determine eye six growth partner. Low mouth Democrat.
Few evidence environment view",Change p,157.38255292265674,212.50994652562255,75.1385682805828,87.66882118671532
1626962307,-2044334719,-1772185112,-1201635929,Few table sea class station attorney. Father size at produce across I positive. Protect show station,Set clas,149.2741082883331,156.1851387071784,157.74046304400454,82.4081683765822
45660698,-1944214832,-739740013,1694765971,Speak let tend while edge much. Pass few pull later night item quickly recently. Light improve press,Includin,114.79260483939002,59.53293033816179,8.315295407767875,34.923412806421126
703824578,782289762,729799833,-2010294175,"Course kitchen chair age bag popular eye lose. Population million onto really within happen go big.
",Officer ,124.0378566455756,210.9878506129485,97.29627663475779,188.81748237411557
1034718177,1718829707,-877360716,1872092343,"Factor other service Mrs. Thousand seek fast note one language us age.
Body hold final. Effort succe",Bit thes,35.73528966041148,199.689354104243,6.946519970715077,173.9418829363686
16479433,-1933405597,-938264968,-452570608,Think wide employee middle environment put. Toward maybe increase resource it conference PM environm,His even,197.68877754123451,47.43489512949747,160.43744406846835,6.182207869582279
833115397,23196661,-1285733805,1476908501,Community near reason avoid director think task surface. South begin nature structure forget all clo,Internat,93.45029650098672,18.51033596693533,38.09033498500141,143.69926440327214
-1535592739,-1221967138,2064937175,-2096504063,Central sea land business reflect when. This once raise dream. Show ready remember pretty ground.,Actually,210.51077613075546,59.4473283654504,143.6876274284413,121.28461074832848
-614366925,-938765453,980858631,918279605,All Congress because produce theory. Build color view. Physical position perform environment.,Good nig,161.82433888119607,217.22133957586973,202.5334766901583,54.57055092938182
100819814,393099928,1119192077,8709500,"Arrive yard people ever. Popular before civil room nothing fly. Crime fast it city.
Should music sin",South te,70.68616800450393,25.516319930889324,8.493699415306354,68.68341064076259
-188280320,1573128182,486340157,-68009627,"Herself lose reduce same. Tend debate friend baby allow entire.
Town important growth will natural m",Off make,69.11350784316281,132.50684444575913,20.743754082918844,111.32823660451723
-160897502,-784593722,1087173684,1511403425,"Inside compare provide. Activity series either defense television system.
Season increase happen det",Still an,116.88914525532907,190.88502280388505,192.9783558861032,202.50766097640553
-1758240272,1941682334,-1531283532,-500113456,"End head method nature. Stage bag the chair road court. Team wear other evidence stop.
Never turn ey",West pie,177.08339540014472,10.78093586665235,128.49286778365533,141.25670271929343
-1529062402,-1650243109,836928334,-1874762123,"Deep baby age employee chance body. Office try center girl discover cultural policy.
Address side in",Model si,71.75483349032861,64.36627067551319,191.0441211218289,54.448727044784484
665554148,-916883611,-1967997851,-535895086,"Your cover similar. Issue down stage onto. Seem understand subject focus though.
Off choose table cr",Recogniz,110.267539385731,23.359351908708692,101.82373155656532,106.02728612498174
800446526,1377621949,-2142070901,1561912112,Above lawyer production about dream. West stock who writer. Window create individual black kid than.,Class he,137.9518324493811,70.06429090998424,71.84843425977664,48.3290623808241
1043442091,1589625394,72133002,1991226710,"Evening staff yet end like. Structure daughter economy.
Shoulder own business ability without enter.",Continue,77.69026518816312,232.7560224249009,216.24044401107946,36.66512356311063
743604664,1455879177,-341297124,-1728640958,"Physical leg cold act that sometimes stuff.
With add parent to black. Simple until second reality so",Book nam,93.40808391010479,198.4028698328917,202.19039726675965,221.71861836342467
-444512669,-19053230,1304770010,1998337255,Similar turn yourself court business list important evening. Media treatment forget culture. Bag my ,Southern,172.56082004333166,86.38502350080641,92.348005435962,107.24099837417626
1498487185,-811458601,-1081233002,643235465,Air child religious right work education environmental. Need less power garden. Industry apply thing,Think la,166.52980752216683,90.13058824628108,59.44553040613476,64.3923666533965
-457439167,-965809617,149326579,-131125803,"Study term American back nor in.
Training address alone hot. Yes window operation sense bad somebody",Expert r,14.146880456851028,110.50246422776544,15.367406784053461,203.5879770320188
2006382230,-371067200,2010506146,-1277073079,Final especially same strategy source care speech seven.,Througho,57.72008438259173,146.63588341567873,21.495950530394957,228.2427666346028
1573095128,721088132,-1902251824,474286156,Help notice type popular reveal writer ok stage. Student authority move either suggest again season.,Establis,86.90793157257721,153.74147648220764,109.85887200651881,54.3709209297933
-1889964025,788030959,1867451528,-898156794,Quite minute dark carry relationship close exist. Determine police market someone son process member,Far age ,195.69245161851524,22.408295689864097,71.10415475342502,155.33502360268145
1249795085,-897650016,-1566441560,-797973959,Administration success outside customer build last ago thus. Bank heavy exist agency enter answer th,Letter s,92.90705033392163,61.48494682392151,188.7363220084654,32.820032379010605
-1083626367,1288086775,-629463141,-459535774,"Take team already at during child fine pick. Them ago certainly other activity.
Bring their child. D",Attack s,142.59213363601376,205.12603170251995,46.60309774779554,143.00746314554863
-1761742906,1506430890,1589688699,-841209279,"Few factor we rock. Painting small church.
When hot get entire. Authority price value even card tota",Growth a,185.53457524650418,212.68904048967948,112.89158233316343,61.45635485574882
-46753056,2013704549,-1142876357,640121321,"Plan prove film give decade environmental great. Quality despite series around with.
Institution app",Within d,7.4295026603790895,187.39909636938694,36.48634542773206,29.40183085128893
1622561866,-12784645,-305995227,-1796688171,"Money do turn federal anyone. Hotel change population unit site economic.
Current need force take ta",Tax comm,162.8244450441863,139.6597609908258,109.13493499992286,71.81678214848802
-805277941,-586708092,711447814,-960147385,Truth realize computer where authority generation. Join scientist glass lay. Result know by cell.,Seat nat,107.78053310091892,18.72779124229109,168.15036279922805,65.58701144541385
1710816126,-563181919,-229061541,1121407442,Shake either next laugh standard. Forward save total on painting. Interesting chair common weight go,Other mo,189.6906327281995,36.182499668283185,227.58799258921675,120.05152700290265
883953596,-1461011408,-615122945,1077157350,If level something family land. Tonight easy goal never up property remember source. West and feelin,Summer i,24.02243871491999,229.12007432131168,202.91524983779973,116.3716961917851
-1762476055,685172931,2133003016,1733638162,"Defense maybe result kid strong new interest. Interest task both result.
Baby scene reveal cause mom",Sing hun,191.28422125565424,240.019410587087,86.03511668295975,169.43292181651123
-2052146941,1338697893,1459758088,-327772089,Step own perhaps. Yard rest better keep long. Station Republican majority nice approach second.,City red,200.16401719438804,184.8148597590539,2.9829981518408313,195.38695089013683
-1872729588,-1854581146,793268795,-1221318791,Another benefit series surface green. Successful look stock source. Wear century thought business.,Pattern ,220.00963559141795,95.86322794316143,145.97713352870156,84.87059196331656
1725893393,2111459648,1813100163,2140734732,"Could treat interest policy factor green effect. Arrive food local deep appear according Congress.
S",Spring l,159.55689905721817,100.06668896786366,237.14518687750413,237.15760779835387
1461802390,1720641754,-818329712,-1245576829,"Subject feel resource table international force owner. Example accept audience bar.
During cultural ",Manager ,76.35048631774725,204.5632785004737,192.35312671455287,30.863738239741622
-311809302,-1951513752,-1962337445,2110811015,Prepare today among against part property only participant. Leg most hour rule hit oil.,While po,162.53038056830994,183.65655256616063,216.2745077989751,145.20493239609505
1067689498,-1796213520,-713955364,-1125171475,Hold fly body state figure beautiful tough care. Total should source front long figure who. Design t,Very pre,185.86151744602898,95.83414837966836,9.862986025816284,176.5466321399735
-2142803932,619965898,1069868835,-2004736371,Term movement speak produce life ground successful. Take always run morning difficult.,Hand hol,141.575781171946,52.87683399130586,0.043887466339218695,24.76559412087093
-875218175,-13300094,1153827076,-2089920074,Order war partner letter school bag recognize economy. Protect when raise Democrat measure present s,Importan,85.16617425760566,249.1003872319683,6.66817128911082,241.9924601333901
-1430816376,-344534234,-1487180618,1251227750,"Something dinner national together finish by available. Onto local voice.
Raise bad citizen sport sm",Consider,78.30337852142866,180.36061860934086,201.65758160955738,186.0220667300747
-17741683,-1746460763,-1984677278,861111070,"Position magazine others. Social fund still trouble admit. Represent add ask change.
Price either sp",Car gene,45.94693287828067,3.5630680698868593,211.5073423785902,44.53500874186031
1175569944,-291895782,-687938423,-971582778,Behind remember generation enough hand remember have let. Entire create lot with door first more. Pe,Model be,198.46237606804166,13.341970253752645,188.92197931033212,151.02453816888232
-1873867336,1346772520,1041330345,924956313,"Deep occur book sing measure. Hospital concern take than. Strategy off will get article.
Feel soldie",Activity,49.58163040576501,42.048789272113595,235.30954169311644,50.63559225733345
329513776,2077672573,-328248748,-1216183402,Huge evidence article father leg law accept. Really story describe speech area population. Law meeti,Health s,33.068499219046245,175.1442437567545,105.89329508421598,92.56763760742591
-1016646673,-1772494838,-1787093208,924321896,Course policy example fall and. Attack contain shake Democrat computer particular door four. Religio,Indeed t,202.31911131912733,153.00987928946438,38.379104257223176,70.79418539180273
77646653,-1942340958,-1185831423,-1586269664,"Nothing industry character whether find degree might.
Increase look how but entire positive hit. Nat",South th,92.00385985906054,231.65472311627323,164.4949286195955,65.66786567611265
237918322,375554297,-869928879,1715396828,"Individual instead each play country compare. Else beyond wait produce game enter.
Drive fact behavi",Player k,220.80684333357038,61.10959767242846,172.98589631066505,253.3317389405526
727138289,-431233717,-1407407154,1656889026,Long five stock always charge bed. Senior region though human rest. Attention focus budget relate fo,Apply ce,234.63703128344983,66.31821616797905,98.37905448887189,176.0341687937545
1198354450,-9284909,-751546056,1138297274,Study mean model fight same. Campaign least mission top these alone sit political. Threat answer gla,Increase,36.43037191642924,269.8775648820614,140.1811168916295,15.479694603178423
913504911,1529079663,-637311243,-1198048999,Yes while fire music live time stage. Check admit high particularly position choose upon.,Me outsi,227.1638694532035,44.74165026680299,202.5682464462401,228.44230919330766
-144585627,-333865103,-1207962906,766956126,"Light arm subject explain discover assume radio budget. Available theory similar.
Also understand ga",Kitchen ,144.01486486328045,53.68981431265186,11.198823614108097,6.396008194126663
-1480999544,317834529,-650081229,1628332138,Likely news international safe together prove ready. Near happen hold. Environmental head could powe,Skill ex,131.10710559541369,61.36679587589744,161.0602287447614,22.648362198376343
1946315138,-1697130048,787796758,1278866537,A yet outside serious. Benefit oil street memory not. There generation radio value blue.,Rather n,50.899829973719456,77.73947673324265,120.74206531771068,139.8302423745636
543591991,1050982037,293162851,-1501603950,Many worry beat spend deep. Owner program wife. Standard behavior none. Full firm today onto box sev,Let note,38.077377750287994,270.18018731184475,183.96004360465022,68.0533266193814
-1992265685,-228982613,1674845373,1056077514,"Cultural form article end will. Send line myself community.
Current seven ten impact together less p",Rock fac,17.664402926924353,273.93363158611123,68.78028924401193,24.557712540820567
1769777435,-632228293,720086287,-1890501438,"Whole word these your teach daughter arrive. General go condition local source choice.
Somebody same",Congress,130.29405870797746,240.94359596805802,136.09837067236828,55.042903396683386
1266172200,-137082066,642025941,441989410,"Side pressure fast game clear.
Degree expect over sell his tough. Raise station scene left collectio",Wrong sk,208.62328240203232,53.48577011748571,100.91567475640252,96.14237124171024
2077887903,-905122641,629702377,2088882248,Early bit Democrat number after collection. Society history style interesting also way night. Natura,Everythi,188.1910243180166,21.018220857894654,107.59170952902105,157.58660200596753
-1334895639,-346140986,-1470558072,-507306577,"Argue where point building six attack likely.
Garden teacher keep always store different. Material t",Work aga,254.8791862304441,134.057522737842,242.21229343654244,8.164751029270597
1644071007,-2145764225,382925801,-1960625297,Decide center everyone upon center. However team hospital particular decision lawyer. Live large acc,Establis,225.4773785405366,43.31916114299588,64.80076382249179,73.98062865421606
339854883,-1259355843,-1397635282,-1150672891,Now southern myself good her factor night writer. Later successful consumer it approach social.,Economic,125.88756647459039,140.64517233105573,139.16167446637687,154.18451204912478
-1060387684,-559705742,800404714,206722064,World together part board hit. Affect get nearly behavior it involve others. Discuss listen work fut,Througho,134.84336925895343,4.663606662642305,220.88132785829265,165.60609078781772
371499749,-495554902,1549448695,1226028037,Range various artist bag dark shoulder possible leave. Ever pretty better drug. Move forget politics,Scientis,105.03824829762704,126.30115409402832,230.82834912856447,21.578046520291746
-888783327,-1671199686,77770720,-763158920,Evidence finish bring outside realize personal. Choose approach painting season.,Popular ,182.62975613417908,4.414442480287677,237.88326857312245,9.194557410071727
1989015922,831825059,-1758586104,-2087635948,"Culture admit blue political. Yard lawyer approach.
Lay each tell recently policy hard hand party. F",Skill cl,25.748467217891527,153.89985111303432,19.797328703398627,193.17681985334545
-1967509934,-488658801,-389819464,1601915460,"Capital newspaper set section member. Add traditional serve clear visit.
Religious public ok carry v",Developm,196.7361458023009,279.06288926368165,260.1194526553207,22.86470987657077
-217008535,1045947248,154692663,-1211893607,Each else fund hour media. Drive great too shoulder just. Tell morning scene you. You seem hear drop,Lawyer r,239.23650071278456,83.0590297741806,218.06287808244977,163.711052915706
1734584258,-234066260,-68497356,65520174,"Party fund dinner act also protect tax.
Operation view east action prepare. Air plant natural image ",Day rese,118.92925848176262,9.898816288048263,195.31169053324993,115.75318077680997
2054938162,937146436,2054140375,-1547569477,As have someone level company outside her. Land professor decision push up.,Positive,97.23946734271503,82.12323519871106,9.935782393265706,223.4496828182951
-1541273630,-1789932353,1386008990,1793790140,"American too board language adult. Within enter fine effect.
Fly happy high many keep art report. Bo",Citizen ,46.25516776273032,108.86608673928566,93.1079251068928,221.94653354613604
1205867146,684544364,-292453871,-845536482,Race protect trade bad feel. Foreign clear order check bad positive. Determine yeah today reflect va,Sort gro,91.37096300033829,171.37846242600983,164.7217576842433,264.62684566366295
1543301674,-858219081,1088393418,-1245441388,"Idea child attention or.
Piece wear once mission Mrs. Party father green medical case budget.",Mention ,201.17891729512792,266.7231122848027,18.72162500734241,287.23678683074684
1549247533,-1218293784,-1275509406,-1533701686,Difficult clearly long suggest series. Contain certain agreement report western. Always choose TV wa,Relate b,53.76461617670693,290.89896759667937,160.4062671618088,263.62079905454345
-269213623,-645006721,2128878020,448776213,"Source seek owner. Whatever information shoulder middle mother should cover.
One involve buy materia",Serve im,34.45354916544554,284.1093728184459,52.271247342155135,40.379572740662034
-1330934742,1793260781,-1617101632,1711807336,School ever include source less door. Themselves oil detail head hospital believe.,Meeting ,22.355596399026943,87.99063961535066,283.3767343956968,11.681990560114503
927533948,159686364,1637971771,763152299,Speech rate fund us opportunity. Security light truth effort generation. Recently apply its reveal c,Impact r,90.88514423587026,24.545770770791762,148.0891850134872,87.24295945283083
-519783971,-335885538,-1430258642,847244028,"Crime past type catch information sport. Management model Congress these industry us fly.
Least tele",Standard,104.2835126653216,60.278905708298616,29.068933801281638,38.33973198073866
-733137908,899228127,1019539049,-243230135,Wrong article continue food. Go garden open car much by face cover. Writer economy industry support ,Whole Co,40.2694818375315,64.25470692315072,290.8333516685968,197.15099559971677
814366488,1146829863,-282485630,-2053526288,"Pick win happy year front southern. Society nearly she.
Change American already individual. But hair",Red know,248.2895781388965,284.36380554970305,233.2035333722719,177.088259223551
701819112,-1747991722,1813955978,-238061585,Human follow pretty house major. Door whether gun eat you. Lose position green tell huge figure leas,Enter du,208.70506040887852,120.31466956373083,299.6718217112743,7.850724134980284
1566320613,428863806,155729165,1776826909,Street what young dog. Democrat scene school everybody according per source. Country each score mark,Term mee,192.2977161211708,181.54828371396582,241.2742715280944,81.17490064358245
291509576,1335498199,1912449390,1674489217,Contain whatever site everyone. Beyond carry without positive direction. To himself sing vote execut,Short st,219.2434525642533,278.35075122306625,107.11581042557657,267.64442716063127
-1296330073,-773007877,-1373956403,1363614026,"Around eight different class. Site partner treat body some thing. Against himself size cup provide.
",Responsi,264.1017916505547,105.75800065265169,246.00739840071893,177.4366490829277
332234056,-843203029,9747651,-188824024,Information you race ever. Show wife cost hope try order toward. Whatever cell avoid break fine impr,Factor f,296.85176894850343,12.666054288467624,274.2640747070522,182.7308506774136
69876666,-1949944011,-1976859402,92522423,Popular within seat artist leave. Early fall ready democratic. Career view red she whether sound roc,Commerci,244.7719325996019,88.51702855676791,154.4366425321017,153.00407043182227
-392649097,-1618344653,-1705589993,-396185570,Relate PM various mind deal ask carry. Human again camera yard own ten. Standard understand least.,Radio ab,81.8890048809393,235.87298884727863,172.45310796625446,19.487272382760146
1755277174,963996336,-1509179903,631347269,Carry each whom a again morning nor. Probably conference buy lay. Until place send center.,Head nat,133.65671880144762,187.78069083737654,129.7927788455791,118.01439419574116
763654545,1938506096,-1118468315,-1883908248,"Decade director style should each loss raise. Single threat although.
Doctor cold cause ever. Start ",Sport wh,115.50341011598663,283.8197766432413,149.45674872263558,76.4540705503114
1763841526,1721198700,-525203944,1974945827,Election art performance involve. Consider land think company concern receive home. Again important ,Practice,231.99373757724635,217.25235370997896,83.00478941634343,169.1244047644831
1839375042,-680089161,1966342269,2016251079,Physical lawyer public sell start. Establish build soldier before. Could sell shake story experience,Go have ,205.33898805635246,227.30277829613524,112.09251981513356,47.12971626344454
931395578,631638218,1239080265,-1716197734,"Head section laugh official road challenge camera.
Claim set each glass small. High board never cour",We littl,61.291885326577145,208.4957649035369,250.1599765404552,130.56870605266388
-727525236,-190175572,316218077,1943715199,"Sell shake rather southern return recognize me. Hard main behind collection.
Prevent fear whole buy ",Away mac,310.504257703451,77.27902206048003,14.29802902052276,307.9132192532264
-96994407,1173882221,-507027060,70922016,"Political give bank.
Occur section world final character soon oil. Letter color firm name coach.
Fas",Record h,176.20905926755728,269.90362199455103,193.66997378917546,151.748467669067
495105717,-956053774,-589649512,1844517183,List detail off near low team knowledge. Eat sing class health church music stuff. Rather color majo,White sk,301.02153347830387,253.12937048830338,230.82944551151158,192.37460286342417
1457021874,-17118414,-1113374288,906024771,"Sell six try technology hand edge. Cut out song center low into wish. Budget already son civil.
Effo",Level to,105.06158568895854,250.84444669989003,258.2143689872173,312.1882412964902
766034417,1299479287,-451550592,184976034,Positive next probably itself. Hundred fact become. Far game record she economic.,Somebody,263.6645616163615,21.00279499349612,224.10765828908472,166.44603069834818
1699427151,-892700629,1325995021,77847821,"Indeed start ever energy positive care should out.
Foreign surface federal parent. Early right part ",Small vo,146.82653056717749,268.631700744717,48.48512602242057,49.226918127873105
-1108907816,-150258296,1957243718,-415528357,Term great attack data unit director. Inside next measure method size per trouble.,Offer so,293.2310492040927,39.89144450834848,41.86134780949991,197.18686736940995
-361905257,-590979893,329851169,1188085691,"Bar stand step those yard resource. Morning cell draw movement.
Player president than card.",Even qua,67.7350708143332,227.21999054058847,169.05091135590584,159.26006298609352
-1262644652,1787625308,-430777603,1266594555,"Five voice field wonder form. Ago student follow traditional song. Democrat whom stop offer.
Rest ei",Suffer c,39.305537583562014,316.8984135914593,275.3870887855322,2.7688018232961706
1094130751,280743527,-1885057922,1712351595,"Degree case artist pattern because. Network which without perhaps start degree.
Drop avoid she bit r",Huge bui,198.75328517463117,125.50347463198855,73.47038373183167,285.1135696545648
1057576526,665145566,-406193126,-126487321,Notice audience high sometimes. Share citizen court study Congress fast. Word break hot field marria,Weight l,30.92407920827721,119.90187103786361,278.0710213477591,287.45699318592807
-1519710970,-469587845,-538263090,-1966532424,"Challenge hear north. Almost might bit learn.
Office political deep represent call throw. Size loss ",Form nee,224.77501234978396,86.1262950438213,292.359150501176,190.60203269874307
-1108015420,-1061713719,-1956526839,-875817474,"Line clearly arrive friend him question. Choice bit deep enjoy. Increase yet too.
Agree pay thought ",Thousand,200.46749590865923,201.56838965130103,148.3828839655242,136.1187011238157
569414784,1530085404,1053539605,807130179,"Just fly no. Effect writer at by new politics simply scene.
Write simply mouth agreement kid.
Genera",Low leav,158.93114192968395,206.12981341483075,305.6797817567218,172.44251831337397
1890037702,-1828672805,441968699,2073423135,"Amount hour moment. Experience ago activity short realize.
Policy decision mother three million alre",Officer ,137.01861909784793,109.24587286068625,75.21019010824845,244.36489549243203
421018972,66222891,340951362,1182920577,"Window be leg just executive second again. Rich name minute sell professional manage.
Song statement",No seaso,301.70440394882405,320.26527872941836,143.69601965582683,186.73663689582028
-1856095110,70330242,68464107,-1731198566,Approach surface low day whom fill ground government. Nation must front fact. Shoulder brother gener,Country ,108.02635673171375,316.15477059307386,182.510774044776,251.66987457983367
888672157,152231928,-185794702,-1972788917,International long indicate first. Before white crime ahead discussion education.,Part new,207.11910313446265,227.80678095911014,309.4567397038143,32.729172278489294
534377281,797604484,1020843500,1082781523,Whether person still wall here generation. Actually great everybody.,End laug,57.62157385950772,25.758861849760983,232.51238958380134,316.86112721520914
248442197,606196490,283807550,-710341261,"Us wide back he operation sound. Memory generation window also. Fine somebody sell head.
Produce dis",Option e,216.14372935347555,111.47347685621615,166.3074965102187,201.02584898299543
-1853180842,-815719988,2125512037,182414957,Market wide become mouth weight explain. Firm more to thought when. Sometimes recent scientist impor,With eve,272.94747437232195,271.7318992075527,220.52659915753108,102.69128184199613
-58679567,-1929210272,1074506700,827036540,"Discussion perhaps task price care.
Fill language project who generation point. Note protect energy ",To finan,58.5545486511878,249.34283532744897,154.58226233742425,22.737585933224967
1456114105,-1193544187,-68354016,-303773048,Step growth brother protect upon. Strong prepare common thousand participant ever.,Individu,132.82830993594473,274.5576996910666,232.8904599291853,258.97787022863344
-763389551,272073276,-127864960,-1977858752,Ok plan foreign even. Student stop perform during environment write. Network sister surface law. Dem,Happen b,161.12844634764116,274.39363016978086,41.92683453824018,11.185350935955805
-420629293,-1972865577,-239163470,1171987930,"Worker rock away force. Company including some its try real part.
Down south service thousand act. E",Car stil,167.3725396901796,144.61999165257512,216.0638919491787,84.1388505678383
767428008,-2059645221,-84950253,-1290981908,"Happen discussion eight charge. Always opportunity none one lawyer religious four. Major land ten.
R",Look lea,286.07973865817706,0.10187856162128628,100.93285063615917,237.76318759570717
-306012753,862447256,-439544041,1709366434,"Address season help subject deal raise. Senior smile feeling dog industry weight stand.
Recognize st",Already ,85.67346986082622,39.432962713488706,40.25114305641653,46.078249107950626
579105964,-1755898055,-1960433833,-1371742390,Look second environment actually explain very. Understand partner building society however friend. L,Image cl,52.726588757748736,11.747644718025828,250.92972030374565,249.3536835127045
1452645691,819641618,1304063862,1590478029,Fine debate time television service discussion. Method space third star weight prove top draw. Forwa,Message ,176.24206916132508,79.33221809052195,228.74507624904354,9.471720399922702
1842888960,-224516719,1862430430,1446532250,"Win experience race. Sign lawyer short either. Cover guess explain compare bank ok hair.
Money benef",Raise us,322.009708367513,297.440030169783,159.27984903362562,91.42252342015091
-271322548,1557333362,1346528001,-453981984,"Pick professor answer agreement international. Cup today professional.
Growth win suggest describe h",Involve ,92.91676098940769,151.80857177110178,271.6303517273166,328.5111607587034
18563513,1415027893,1978479644,-621452239,"Project identify appear wide. Field trip marriage night crime low your.
Billion pull high six in. Fe",Inside r,89.03875912722836,188.8422172152667,234.28406242661345,69.74492615979256
1489024420,190496309,198609776,121152169,"Fill college drop week particular. Majority responsibility gas foreign suggest.
Deal likely federal ",Operatio,244.08164148688834,263.84145393324127,312.9605402649674,53.60017584157393
1353795172,-957200604,258089978,-707663378,"Yeah state agreement amount than. Assume TV many book economy glass born.
Best large anyone doctor a",Smile ne,318.89647836617706,250.0627289229691,181.83827481004744,283.9934508671015
-2072692882,-1102554378,-65110720,995526941,"Protect plan reach democratic wind. Require tough team defense front address to.
Ready no together k",Televisi,236.28575604142404,166.73521814118624,156.68874842766672,321.78251650622167
1262176785,-367335833,-1586622180,-195103296,Specific out improve friend draw actually. Decision evening live mention movie executive perform pat,Loss pic,129.39815355505968,157.78244149618268,15.59342490419062,188.48788025137563
2032839165,1378981374,2001679651,-55375957,Sometimes certainly energy perform however claim. Fall carry experience degree entire impact develop,Body eve,172.81739293291312,204.1792677782246,79.91466043470949,83.84023078368615
595892411,-976379322,-655650336,-181830282,Certainly despite into way significant everything site draw. As crime training goal scientist.,Issue or,165.5911335935923,313.2672241086518,64.1260854856656,51.054426764297546
-1212306150,1800542445,-1346494900,-1359672706,Avoid cold difficult again situation type new. To television yes me risk population everybody. Care ,Third my,70.10445027911807,159.9202790888812,123.83725189545127,262.7130990474883
-652646611,1694450967,708155332,510649231,"Office pressure laugh political. Might ahead song impact civil college guess.
Prevent hit purpose he",Evening ,61.492139240452765,6.755304623278356,85.59332034154312,153.0115286566796
1624824296,-1195172918,-284658725,1018770108,Property pass traditional skin bring develop available. None final itself enter list ago option.,Foot cou,24.93126033097413,313.78721321470516,304.7096772011982,239.76182248992868
989953472,-1100434937,-792067281,-66871860,Item director by large much skill. Fact be any window policy night lay. Staff appear network actuall,Class de,123.47343219310193,257.15691610641886,288.6145536169481,341.4622637713901
-1825816289,341816181,-789320198,1207412898,"After dinner defense often reduce blood. Appear improve may three.
Factor dinner memory send. Inform",Industry,11.907630459864242,316.9607673093653,154.55930496553367,314.02230436282156
324424449,30748159,842245223,-430155726,There radio present quickly. Reality contain give voice necessary.,American,157.3006024510293,28.418402968095577,298.67500396341467,275.0126290508105
-93263405,369887132,-1487841414,-1592725297,North two alone develop value very own. Guess number three imagine risk food source huge. Choose fun,Fly down,160.80627796783207,254.9657867755834,172.25543568083404,43.26075932506171
2070289626,1869875681,104309532,-2051683459,"Without about subject thousand no office. Her administration Republican if.
Wall short maybe agency ",Claim kn,249.3585604908821,203.99825249682792,191.34880994305746,44.66132203617153
1466754270,-1042969484,-436011154,535583732,Ok door success why chair watch population. Save road responsibility father time over stuff. Those h,Remain s,140.71198538829432,182.16237599549385,340.67774240110356,60.25780798638124
-974544613,2124289278,1254349807,-1162990558,Anyone child line know time how. Opportunity you thousand show itself because step.,Long pro,14.725131780916003,25.079974719821287,179.97490746198875,322.39240380220104
-838240340,467559964,-1278415608,856417957,"Because cost from simple word same tell. Share staff team.
Develop develop meet western here. Behavi",Behind p,149.90304189522982,194.3542789350916,169.8218257392778,155.12012634977486
716893534,-906995396,-1863252351,-1197343609,"Form able begin role.
Former job great. Beat establish someone. Share believe million firm college r",Wish cou,137.35975558719014,199.6368585300714,26.015283145486553,236.82787022031926
-910739514,-257333175,2071662358,1217995126,"Accept young laugh push middle among TV. South heart movie four. Own detail whose how yes later.
Abl",Almost y,330.5177980253983,127.41020520828292,22.142911679842904,95.75567553396425
-1352692688,-27005820,-1460761930,-734030679,Plant network truth oil about help relationship. Grow first everything cold build adult may.,Tough ba,299.8968661717863,279.0181540488235,13.009428672054854,242.7265645348353
952303900,1427833743,343069374,-208087381,"West radio trip blood system author base my. Throw size sort home fall.
Worry present thus world. St",Main mov,71.92395920242294,316.53908557412393,209.04906840873358,84.92759442383593
1928046535,1406820832,-1876221230,-346970668,"Serve able despite sell. It task culture.
Despite growth near race. Chair deal affect cover.
Improve",Word bar,186.251788352395,65.96368579690909,260.230771369179,62.92257443223993
-1101689618,-1590906960,-1052774638,1456261161,"Alone guess bad mission throw thousand beat. Show story find.
Describe what address window blue man ",Across s,193.7263989687207,162.35697257268507,227.79588949747483,332.9090860919935
557789773,-185794702,497577317,860421357,Democrat marriage full smile clear like. Conference your art give easy ask allow direction. Strong p,Populati,73.16916358368042,8.201219706208297,102.61976532162242,162.99105667100395
892124952,825769480,-827871295,-1713987354,"Public within type paper live and trip. Happen hospital by treatment.
Identify red most add availabl",Drug nor,153.1854636614903,77.25404555127598,245.24667656418035,189.42848449045104
-501092095,-1661629721,655398657,959095982,"Theory former economy night it contain let radio.
Act city military training number pattern reality.",Improve ,305.93728863630565,229.0201808891055,301.9062313331352,25.348521058216896
-526116419,-1859264054,2067108202,-1169837901,Focus around though democratic according doctor task. Institution this key suddenly memory available,It someb,12.878619160790763,132.70691609413254,19.738982654737427,133.05772722418934
